0.000000000000000000e+00 3.147500000000000000e+04
0.000000000000000000e+00 3.161200000000000000e+04
0.000000000000000000e+00 3.175000000000000000e+04
0.000000000000000000e+00 3.189700000000000000e+04
0.000000000000000000e+00 3.203500000000000000e+04
0.000000000000000000e+00 3.220100000000000000e+04
0.000000000000000000e+00 3.236800000000000000e+04
0.000000000000000000e+00 3.253400000000000000e+04
1.000000000000000000e+00 3.269100000000000000e+04
0.000000000000000000e+00 3.286700000000000000e+04
0.000000000000000000e+00 3.302400000000000000e+04
0.000000000000000000e+00 3.315200000000000000e+04
0.000000000000000000e+00 3.360000000000000000e+04
0.000000000000000000e+00 3.374700000000000000e+04
0.000000000000000000e+00 3.387500000000000000e+04
0.000000000000000000e+00 3.402200000000000000e+04
0.000000000000000000e+00 3.419800000000000000e+04
0.000000000000000000e+00 3.434500000000000000e+04
0.000000000000000000e+00 3.452100000000000000e+04
0.000000000000000000e+00 3.468700000000000000e+04
0.000000000000000000e+00 3.486300000000000000e+04
0.000000000000000000e+00 3.502000000000000000e+04
0.000000000000000000e+00 3.517700000000000000e+04
1.000000000000000000e+00 3.535300000000000000e+04
0.000000000000000000e+00 3.580100000000000000e+04
0.000000000000000000e+00 3.592900000000000000e+04
0.000000000000000000e+00 3.607600000000000000e+04
1.000000000000000000e+00 3.620400000000000000e+04
0.000000000000000000e+00 3.636100000000000000e+04
0.000000000000000000e+00 3.651800000000000000e+04
0.000000000000000000e+00 3.664600000000000000e+04
0.000000000000000000e+00 3.681200000000000000e+04
0.000000000000000000e+00 3.694000000000000000e+04
0.000000000000000000e+00 3.709700000000000000e+04
0.000000000000000000e+00 3.725400000000000000e+04
0.000000000000000000e+00 3.742000000000000000e+04
0.000000000000000000e+00 3.786800000000000000e+04
0.000000000000000000e+00 3.802500000000000000e+04
0.000000000000000000e+00 3.818200000000000000e+04
0.000000000000000000e+00 3.832900000000000000e+04
0.000000000000000000e+00 3.846700000000000000e+04
0.000000000000000000e+00 3.862400000000000000e+04
0.000000000000000000e+00 3.879000000000000000e+04
0.000000000000000000e+00 3.895600000000000000e+04
0.000000000000000000e+00 3.908400000000000000e+04
0.000000000000000000e+00 3.923200000000000000e+04
1.000000000000000000e+00 3.936000000000000000e+04
0.000000000000000000e+00 3.948800000000000000e+04
0.000000000000000000e+00 3.993600000000000000e+04
0.000000000000000000e+00 4.006400000000000000e+04
0.000000000000000000e+00 4.021100000000000000e+04
0.000000000000000000e+00 4.036800000000000000e+04
0.000000000000000000e+00 4.049600000000000000e+04
0.000000000000000000e+00 4.067200000000000000e+04
0.000000000000000000e+00 4.082800000000000000e+04
1.000000000000000000e+00 4.097600000000000000e+04
0.000000000000000000e+00 4.110400000000000000e+04
0.000000000000000000e+00 4.123200000000000000e+04
0.000000000000000000e+00 4.140800000000000000e+04
0.000000000000000000e+00 4.157400000000000000e+04
0.000000000000000000e+00 4.202200000000000000e+04
0.000000000000000000e+00 4.219800000000000000e+04
0.000000000000000000e+00 4.236400000000000000e+04
0.000000000000000000e+00 4.254000000000000000e+04
0.000000000000000000e+00 4.269700000000000000e+04
0.000000000000000000e+00 4.287300000000000000e+04
0.000000000000000000e+00 4.304900000000000000e+04
0.000000000000000000e+00 4.318700000000000000e+04
0.000000000000000000e+00 4.336300000000000000e+04
0.000000000000000000e+00 4.352000000000000000e+04
0.000000000000000000e+00 4.368600000000000000e+04
1.000000000000000000e+00 4.382400000000000000e+04
1.000000000000000000e+00 4.427200000000000000e+04
0.000000000000000000e+00 4.440000000000000000e+04
0.000000000000000000e+00 4.452800000000000000e+04
0.000000000000000000e+00 4.470400000000000000e+04
0.000000000000000000e+00 4.485100000000000000e+04
0.000000000000000000e+00 4.498800000000000000e+04
0.000000000000000000e+00 4.511600000000000000e+04
0.000000000000000000e+00 4.527300000000000000e+04
0.000000000000000000e+00 4.541100000000000000e+04
0.000000000000000000e+00 4.555800000000000000e+04
0.000000000000000000e+00 4.568600000000000000e+04
0.000000000000000000e+00 4.584300000000000000e+04
0.000000000000000000e+00 4.629100000000000000e+04
0.000000000000000000e+00 4.643800000000000000e+04
0.000000000000000000e+00 4.659500000000000000e+04
0.000000000000000000e+00 4.674200000000000000e+04
0.000000000000000000e+00 4.689900000000000000e+04
0.000000000000000000e+00 4.704600000000000000e+04
0.000000000000000000e+00 4.721200000000000000e+04
